date,id,title,content,tag
20151111,20151111-11,新疆：创新滴灌技术 发展节水农业,地处干旱半干旱地区的新疆，不断创新以滴灌技术为代表的高效节水技术，让荒原得到绿化，让传统的农业种植方式得到改变。和传统滴灌技术不同，膜下滴灌是新疆天业集团自主研发的一项技术，它是在滴灌带覆盖一层地膜，通过减少水分蒸发，来提高土壤墒情，节约用水。现在，这项技术不仅用于沙漠种植、荒山绿化等领域，在农业生产中也被大面积推广应用。位于新疆石河子的这片膜下滴灌水稻示范田，已连续四年亩产在800公斤以上，这比当地传统方式种植的水稻增产至少40%，而用水却省了60%以上。现在，新疆石河子的379万亩农田，90%以上用上了膜下滴灌技术，而这项技术目前也已经推广到全国29个省份，应用作物30多种，被15个国家成功引进。,详细全文
20151111,20151111-10,【三严三实 重在落实】从学会和老乡说话开始,“做群众工作要善于同群众说话”，善于同群众说话，才能真正走进他们的心里。近些年，基层干部年轻化的趋势越来越明显，这些在城市里长大的年轻人，又如何才能真正走进农民心里呢？来看浙江寿昌镇的实践。寿昌镇位于浙江省西部，60%以上的基层干部是80后，90后，在城市长大的他们、既没有农村生活经历，又不了解村民的习俗，这让很多干部走进了村民家里，却找不到一句“开场白”。2012年，寿昌镇开展“走村不漏户 户户见干部”的走访活动，每一位乡镇干部都要到老百姓家里去走访，这让不少年轻干部很不适应。90后的陈钇任，是寿昌镇最年轻的干部，在他去年走访的登记本里，除了空白页，就是很好，都不错这样的字眼，而这样的登记本在年轻干部中并不少见，如何改变这种现状？镇里在年底考核后，对未按要求走访的8名干部进行了通报批评，对陈钇任等3名走访进度严重滞后的干部进行约谈。而4名善于和群众打交道的年轻干部得到了提拔，今年只有27岁的胡恒琦，就被镇里指派到了红路村当村书记。情绪激动的村民叫蒋淑兰，因为邻里纠纷，不愿意配合镇里正在进行的三改一拆工作。并且把心里的怨气发泄到了胡恒琦头上。初来乍到的小胡，心里虽然很着急，但是他还是耐心地到两家了解情况。为了找到解决问题的突破口，胡恒琦去镇城建局查找盖房子的审批材料，走访两家人的亲戚朋友，经过一个多月的努力，蒋淑兰对小胡的态度开始慢慢有了转变。年轻的小胡赢得了村民的信任，陈钇任看在眼里，内心也开始有了变化。串门多了，感情自然就深了，300多本的乡镇干部《走访登记本》，密密麻麻记满了村民们近2000件难事和烦心事，86%的都得到了解决。村民们对干部又是否满意呢？为了了解到他们的真实感受，记者进行了暗访。童家村村民：村民：拆迁的时候我找他(陈钇任)调解过，他还可以。记者：工作态度什么的怎么样？村民：工作态度，就年轻嘛，说话有点冲，到后面还好的。红路村村民：记者：你么村里老百姓对他(胡恒琦)什么印象？村民：以前刚来的时候没怎么感觉他，现在我们都感觉他很好，很积极。寿昌镇党委书记姜建生：这么几年下来，我们感觉到很大的一个收获就是我们干群的关系密切了，我们100多个干部都能跟人家说话，虽然是很朴素的，但是长期坚持下去，我认为我个人这样体会，他会产生一个比较好的良性循环的效果。浙江寿昌镇的基层干部，走到村民中间，和村民打成一片，找到了面对群众的“开场白”，同时也找到了干群工作的金钥匙。跟老乡打交道的“嘴皮子”，其实就是为民办事的真功夫，言语背后，是对群众感情的远近亲疏；说话的方法，反映了解决一方难题的能力高低。学会和群众说话，学会说群众的话，是我们党的优秀传统，也是新时期实干兴邦的必备技能。,详细全文
20110501,20110501-9,制造业采购经理指数回落 经济增速与通胀压力现双缓走势,今天公布的4月份制造业采购经理指数为52.9%，环比回落0.5个百分点，表明随着我国经济结构调整，经济增长处在适度回调的过程中。其中，反映企业成本状况的购进价格指数再现回落，且较上月明显降低。中国物流与采购联合会副会长 蔡进：制造业的PMI反映出中国的经济增速和通胀压力双双出现了一种趋缓的走势，当前中国的通胀压力，应该在今后一两个月会越过峰值，走出一个逐渐回落的趋势。编辑：程 冲,详细全文
20110501,20110501-8,欢度“五一” 快乐出游,五一小长假，人们以各种方式放松身心，享受美好生活。趁着五一假期，平时坐惯办公室的王先生和朋友相约来到安徽九华山风景区，在教练的指导下参加户外拓展训练，放松心情，挑战极限。游客 王先生：爬的过程中一度也想放弃，感觉到人生就像攀岩一样，只要坚持就会实现你的目标。在河南郑州刚刚开放的中原福塔内，巨幅全景画《锦绣中原》采取高科技手段将96处自然人文景观描绘在同一画卷，游客在20分钟就可以游遍中原。游客 欧阳鹏：通过这样一个形式，把它汇总在一块，确实非常非常感到震撼。在西安世园会，700多个品种的花卉竞相绽放，娇艳动人，迎来大批游客观赏。眼下正是海鲜上市的季节，不少游客跟着渔民师傅出海打鱼，体验渔民生活的情趣。游客：大家一起挖挖蛤蜊，比较快乐，过会一块炒炒吃了更高兴。在乍暖还寒的北方，人们仍能体验到冬季运动的欢乐。在哈尔滨太阳岛上，一座冰雪打造的童话乐园让游人留恋往返；在长白山，上千名游客在春日里体验感受着滑雪的乐趣。滑雪爱好者：太完美了，就是咱们亚洲的阿尔卑斯。今天，上万名香港市民来到驻港部队军营，近距离观看海军官兵的模拟射击训练。编辑：程 冲,详细全文
20110501,20110501-7,安徽：文化体制改革让百姓尽享发展成果,连续五年安徽文化产业保持年均30%以上的增幅，十二五末增加值有望突破千亿元，文化产业的快速发展，让百姓尽享改革发展成果。这是由安徽演艺集团旗下的徽京剧院推出的徽韵动漫剧《小红帽梦幻奇遇记》《黑脸大包公》，传统意蕴十足的国宝徽剧以喜闻乐见的动漫形象演绎，受到了孩子们的追捧。小朋友：演得很好，说的话很有意思。传统文化资源与新的艺术形式相嫁接，拓展了文化的传播渠道。而借助于高科技载体，让一种文化产品裂变成多种产业业态，也是安徽文化产业的一大亮点。这是安徽出版集团下属的时代漫游公司新开发的数字出版互动内容，苏东坡的寒食帖以及当代名家的书法精品通过数字终端的音频视频呈现，可以满足读者看、听、学综合服务需求。安徽时代漫游文化传媒股份有限公司 董事长 李道平：给读者带来更多的阅读体验，对传播业价值的升值空间是巨大的。今年一月份开始，安徽日报报业集团在全国率先全面开展自办发行试点工作，目前已在全省建成119个市县两级发行站，90%以上的乡镇、80%以上的行政村的读者都能及时看到当天的《安徽日报》。安徽日报报业集团 社长 汪家驷：党报进入发行市场不仅是为了提高发行量，更重要的是用市场来检验我们的办报水平。编辑：程 冲,详细全文
20110501,20110501-6,全国文化体制改革工作会在合肥举行,在全国文化体制改革工作会上，中共中央政治局委员、中央书记处书记、中宣部部长刘云山，中共中央政治局委员、国务委员刘延东出席会议并讲话。刘云山强调，要坚持用中央精神统一思想认识，把握好“三加快一加强”文化改革发展总体布局，落实已有部署，加大工作力度，不断巩固和扩大改革成果，全面推进文化领域各个方面改革，着力在解决重点难点问题上取得突破性进展。要坚持科学发展，统筹建设管理与使用、进一步提高公共文化服务的效能，统筹布局结构与规模速度、进一步提升文化产业发展的质量和效益，统筹国内国际两个市场、进一步拓展我国文化的发展空间。要把握正确方向、树立精品意识、坚守社会责任，坚持用社会主义核心价值体系引领文化创作生产，形成有利于社会效益与经济效益相统一的评价激励机制，努力推出更多无愧于时代、无愧于人民的精品力作。刘延东指出，各地各有关部门要认真贯彻中央关于“十二五”文化改革发展的战略部署，加强统筹规划、精心组织实施，努力提高推动文化科学发展的能力和水平。要强化责任、狠抓落实，重点突破、全面推进，细化目标任务，强化督促检查，确保文化体制改革取得新进展。要进一步健全领导体制和工作机制，充分调动方方面面的积极性，努力形成推动文化改革发展的工作合力。编辑：程 冲,详细全文
20110501,20110501-5,李长春对全国文化体制改革工作会议作出重要批示,4月30日至5月1日，全国文化体制改革工作会议在合肥举行。中共中央政治局常委李长春对会议作出重要批示，充分肯定“十一五”时期文化改革发展取得的成绩，强调要深入贯彻胡锦涛总书记在中央政治局第二十二次集体学习时的重要讲话精神和党的十七届五中全会精神，按照国家“十二五”经济社会发展总体部署，牢牢把握科学发展主题和加快转变经济发展方式主线，加快文化体制机制改革创新，进一步解放和发展文化生产力；加强对文化产品创作生产的引导，更好地发挥文化引导社会、教育人民、推动发展的功能；加快构建公共文化服务体系，更好地保障人民群众基本文化权益；加快发展文化产业，不断提升我国文化的整体实力和竞争力。要从全局和战略高度充分认识文化的重要地位和作用，把文化改革发展纳入经济社会发展总体规划，纳入科学发展考核评价体系，一手抓繁荣、一手抓管理，努力为促进社会主义文化大发展大繁荣作出新的贡献。编辑：程 冲,详细全文
20110501,20110501-4,温家宝“五一”节到保障性住房建设工地看望工人,今天是“五一”国际劳动节。上午，中共中央政治局常委、国务院总理温家宝来到北京保障性住房建设工地，看望节日里仍坚守岗位的建筑工人，代表党中央、国务院向广大劳动者致以诚挚问候和良好祝愿。温家宝十分关心北京的保障性住房建设。上午10时，昨天深夜出访才回来的温家宝在中共中央政治局委员、北京市委书记刘淇等陪同下，来到北京朝阳区王四营保障性住房项目建设工地。王四营保障性住房项目是北京地区在建规模最大的保障性住房项目，建筑规模达64万平方米，有限价房、公租房、廉租房等各类保障性住房7160套。温家宝说，作为改革开放和工业化、城镇化进程中涌现出来的一支新型劳动大军，农民工已成为产业工人的主体，北京乃至全国的建设都离不开农民工。北京现在抓保障性住房建设，就是靠农民工在一线劳动。北京人民感谢你们，全国人民感谢你们。温家宝说，这些年，党和政府高度重视农民工问题，农民工的地位发生了巨大变化。要切实维护农民工合法权益，包括政治权利、工资待遇和各种保险。同时，企业要把培养农民工作为一项重要任务，帮助农民工不断提高技能，练就过硬本领。他希望农民工自强、自立、自爱、自尊，努力学习知识，熟练业务，成长为有技能的人。他还勉励年轻一代农民工要多向老工人和劳模学习。温家宝说，我今天之所以到保障性住房工地来，就是因为中央十分重视保障性住房建设。中央提出要保持房地产价格基本稳定、促进房地产业健康发展的决心是坚定不移的；要把一些地区过高的房价降下来、使房价回归到合理水平的决心是坚定不移的；要特别关注困难群体和中低收入家庭，使他们住得起房子、租得起房子的决心也是坚定不移的。近年来，北京市加大保障性住房建设力度，解决了40多万户家庭的住房困难问题。“十二五”期间，北京计划建设各类保障性住房100万套。温家宝说，北京市委、市政府高度重视保障性住房建设，把这个问题当成关系民生的大事来抓，想尽各种办法加大投入，保证用地，大力推进保障性住房建设。这种做法值得肯定。温家宝强调，保障性住房建设要讲规模，讲质量，讲配套。还要建立一套包括资金筹措、生产建设、管理运营、退出在内的完善机制。政府主要是做好指导、规划和资本金补充保障工作，建设和运营管理要靠企业。编辑：程 冲,详细全文
20110501,20110501-3,温家宝结束对马来西亚、印度尼西亚的访问回到北京,国务院总理温家宝结束对马来西亚、印度尼西亚的正式访问，于30日晚乘专机回到北京。温家宝总理的主要陪同人员同机抵京。编辑：程 冲,详细全文
20110501,20110501-2,胡锦涛主席就美国部分地区遭受龙卷风灾害 向奥巴马总统致慰问电,4月30日，国家主席胡锦涛致电美国总统奥巴马，就美国阿拉巴马等州遭受龙卷风灾害，导致严重人员伤亡和财产损失，向奥巴马总统，并通过他向美国人民表示深切同情和慰问，对遇难者表示哀悼。胡锦涛相信，美国人民一定能够战胜这场自然灾害，重建美好家园。编辑：程 冲,详细全文
20110501,20110501-1,胡锦涛总书记在天津考察工作,4月29日至5月1日，中共中央总书记、国家主席、中央军委主席胡锦涛在天津考察工作。这是胡锦涛在保障性住房小区秋怡家园亲切看望居民，了解他们的住房改善情况。“十二五”时期的第一个春天，海河两岸春潮涌动，渤海之滨千帆竞发。4月29日至5月1日，中共中央总书记、国家主席、中央军委主席胡锦涛来到天津，在中共中央政治局委员、天津市委书记张高丽等陪同下，深入企业、社区、科研机构，同基层干部群众共商科学发展、和谐发展、率先发展大计。时值“五一”国际劳动节，胡锦涛代表党中央，同广大工人、农民、知识分子和各条战线劳动群众致以节日的问候。总书记一直牵挂着普通百姓的衣食住行，4月29日下午一到天津，就直接前往保障性住房小区和食品质量监督检测机构考察。近年来，天津市认真落实中央要求，不断加大保障性住房建设力度。胡锦涛这次考察的北辰区秋怡家园就新建有1300多套公共租赁住房，一些中低收入家庭已经入住。在秋怡家园，总书记首先听取了天津市保障性住房建设情况汇报，他强调，保障性住房建设是一项重大民生工程，也是一项重大民心工程，党的十七届五中全会和“十二五”规划纲要就此提出了明确要求。各级党委和政府务必高度重视，狠抓落实，继续增加资金投入，优先保证用地供应，重点发展公共租赁住房，同时要完善配租政策，帮助更多中低收入群众解决住房困难。随后，胡锦涛走进公租房住户徐淑娟家中看望。徐淑娟是一位退休职工，丈夫下岗多年，女儿大学毕业参加工作不久，她家刚刚租住了这里的一套两居室。进屋后，总书记逐个房间察看，并同徐淑娟一家促膝交谈。徐淑娟告诉总书记，一家3口以前挤在20多平方米的房子里，现在住上了68平方米的新房，政府每个月还给租房补贴，住房条件大大改善了。胡锦涛听了十分高兴。听说总书记来到秋怡家园，居民们纷纷簇拥上前，热情向总书记问好。胡锦涛同几位居民亲切攀谈，了解他们的住房情况。总书记说，党和政府非常重视解决中低收入群众住房问题，正在加大保障性住房建设力度，以努力实现广大群众住有所居的目标。相信大家在政府帮助下，经过自身努力，一定能使生活水平不断得到提高。天津市产品质量监督检测技术研究院是一家社会公益型质检机构。胡锦涛非常关注食品安全问题，特意到设在这个研究院的国家加工食品质量监督检验中心考察。一个个检测室里，一些检验人员正忙碌地做着检测。总书记走到检测台前仔细察看，向检测人员询问样本选取、检测方法等情况。总书记谆谆叮嘱大家：民以食为天，食以安为先。食品安全是关系广大人民群众身体健康和生命安全的大事。你们是食品安全的守卫者，一定要坚决执行食品安全法，严格把好食品安全关，确保广大人民群众都能够吃上放心的食品。总书记高度重视天津滨海新区的开发开放，4月30日用一整天时间，深入新区一些企业和科研机构实地了解优化产业结构、推进自主创新等情况。天津滨海新区自2009年10月国务院批复同意设区以来，高端产业快速聚集，自主创新能力显著增强，行政管理体制和综合配套改革取得重大突破，对外开放向更高层次迈进。在中欧合资空中客车天津总装有限公司整洁明亮的车间里，胡锦涛仔细了解企业生产经营情况。外方管理人员介绍说，公司投产两年多来已累计交付46架空客飞机，产品质量完全达到欧洲标准，中国员工的管理能力和技术水平都很棒。胡锦涛高兴地说，空客天津总装公司项目合作成功，再次表明中欧经济合作有着巨大潜力和广阔前景。希望中欧经济合作取得更多成果。胡锦涛表示，中方与空客公司有着良好合作。今后一个时期，中国航空市场仍有较大增长空间，应进一步加强合作。胡锦涛还兴致勃勃地登上一架正在组装的飞机，认真察看舱内设备。总书记对中方员工说，飞机制造属于高端制造业，质量要求非常严格。希望大家始终坚持质量第一、安全至上，切实做到一丝不苟、精益求精。在中新天津生态城国家动漫产业综合示范园，胡锦涛仔细听取生态城建设进展情况介绍，称赞这个生态城是中国、新加坡经济技术合作的又一个亮点。总书记饶有兴致地走进动漫园为企业提供技术服务的抠像棚、动作捕捉室、超级渲染中心，观看最新动漫设计制作演示，并同企业员工交谈，询问动漫制作的技术细节。总书记对他们说，发展动漫产业，对于传播先进文化、丰富群众生活、促进青少年健康成长、培育新的经济增长点都具有重要意义。希望你们充分利用动漫园这个平台，努力创作出更多世界一流的动漫作品，推动动漫产业不断做大做强。在国家超级计算天津中心展厅和机房，有关负责人向总书记汇报说，由国防科技大学研制的“天河一号”实现了多项技术突破，是目前世界上运算速度最快的超级计算机，装备到天津中心后，已经为70多家用户提供了高性能计算服务。胡锦涛听得十分专注，他欣慰地说，“天河一号”研制成功，使我国在超级计算机领域跨入了世界领先行列，具有重要战略意义。总书记勉励科研人员再接再厉，不断攀登超级计算机研制新高峰。在中国科学院天津工业生物技术研究所，胡锦涛仔细观看秸秆等可再生生物资源转化实验，向科研人员了解工业生物技术研发和应用情况。总书记说，生物产业是“十二五”时期国家重点发展的战略性新兴产业。你们所从事的研究，对生物产业发展具有重要基础性作用。希望你们发挥聪明才智，坚持自主创新，努力实现重大技术突破，为生物产业发展提供更加有力的支撑。考察时，胡锦涛特别强调，天津滨海新区已进入全面开发开放新阶段，要大胆探索、积极作为，按照国家对滨海新区功能定位的要求，全力打好滨海新区开发开放攻坚战，努力使滨海新区成为深入贯彻落实科学发展观的排头兵。总书记对天津率先全面建成小康社会寄予厚望，5月1日专门听取了远景规划介绍和全面工作汇报，对进一步做好天津工作提出明确要求。天津市规划展览馆设有16个展区，集中呈现了天津的历史变迁、发展现状和远景规划。在一个个模型、一段段视频、一幅幅照片、一张张蓝图前，胡锦涛不时停下脚步认真观看，并就有关问题同天津市负责同志交流。胡锦涛指出，搞好城市规划，关系到城市的可持续发展，关系到广大居民工作和生活。希望天津按照科学发展的要求，遵循城市建设规律，广泛听取专家和群众意见，把规划完善好，把整个城市尤其是滨海新区建设好、管理好，真正使天津成为独具特色的国际性、现代化宜居城市。考察结束时，胡锦涛听取了天津市委和市政府的工作汇报，对天津市近年来的工作给予充分肯定。胡锦涛希望天津市以邓小平理论和“三个代表”重要思想为指导，深入贯彻落实科学发展观，牢牢把握国家支持东部地区率先发展、加快推进天津滨海新区开发开放的重大历史机遇，始终坚持科学发展这个主题和加快转变经济发展方式这条主线，把创新精神和务实作风紧密结合起来，在新的起点上开创科学发展新局面、描绘人民幸福生活新画卷，以优异成绩迎接中国共产党成立90周年。编辑：程 冲,详细全文
20170715,20170715-9,联合国：叙和谈取得一些“进展”,由联合国主导的新一轮叙利亚问题日内瓦和谈14日结束。联合国秘书长叙利亚问题特使德米斯图拉表示，本次和谈取得一些进展，但没有实质性突破。德米斯图拉14日说，本轮和谈既没有取得大的突破，也没有走向破裂，而是在以往共识的基础上取得一些“进展”。叙利亚政府代表团团长贾法里在和谈结束后说，本轮和谈主要讨论了两大议题，也就是反恐和有关修订宪法的程序问题。分析认为，尽管目前各方分歧仍十分严重，但与以往的和谈相比，本轮和谈出现了一些积极迹象，尤其是在有关修订宪法的程序问题上取得新的共识。同时，前来参加和谈的叙主要反对派高级谈判委员会与其他两个反对派代表团开罗小组和莫斯科小组的立场也有所松动。2016年年初以来，类似的和谈已在日内瓦举行了数轮，但都因分歧严重进展缓慢。德米斯图拉14日宣布，下一轮叙利亚问题和谈今年9月初在日内瓦举行。中国政府叙利亚问题特使解晓岩14日表示，中方支持联合国发挥斡旋主渠道作用，也准备好为和谈尽快取得实实在在的成果作出积极贡献。中方提出了对于和谈的三点期待：第一，维持和谈进程可持续，不破裂，不失速。第二，巩固政治解决大方向，不动摇，不反复。第三，坚持叙利亚人民自主自决，创条件，巧引导。,详细全文
20170715,20170715-8,国内联播快讯,环保部：上半年按日计罚案件同期上升64%环保部通报，今年上半年，全国实施《环保法》四个配套办法后，环境执法力度加大，案件数量大幅度上升，地方各级环保部门实施按日连续处罚案件503件，同比上升64%，罚款数额达6.1亿元。2017年国家助学贷款今起受理申请从今天起，国家开发银行在26个省区市启动助学贷款申请受理，这标志着2017年国家助学贷款受理正式开始。国开行发放的助学贷款占全部国家助学贷款的85%以上，今年国开行预计发放240亿元，为350万名家庭困难学生提供贷款支持。我国物探船队首次完成赤道作业我国最先进的深水物探船队“海洋石油720和721”，首次完成西非赤道海域超过一万平方公里三维地震勘探作业，创下我国海洋石油物探史上单一作业面积之最，也填补了我国在赤道零纬度海域勘探作业的空白。全运会群众比赛项目龙舟赛进入决赛第十三届全国运动会龙舟决赛今天在湖南常德开赛，这是龙舟赛第一次被列为全运会群众比赛项目。三天里，全国24支队伍、654名运动员展开角逐，向12个冠军头衔发起冲击。公安部督办特大跨境拐卖妇女案告破日前，公安部组织指挥湖南公安机关开展拐卖越南籍妇女案专项打击行动，解救被拐越南籍妇女25名，抓获犯罪嫌疑人30名，摧毁了一条自越南边境经云南河口到湖南新化的拐卖妇女黑色地下产业链。2017国际学生北京夏令营今天开营今天，2017国际学生北京夏令营在清华大学开营，有来自32个国家的近600名国际师生参加，课程设计以“纵览古今、体验中国”为主题，包括中国书法、京剧、VR科技等30多种体验、互动课程。祁连山下数十万亩油菜花进入盛花期进入七月中旬，在甘肃张掖民乐县的祁连山下，数十万亩油菜花迎来盛花期，这里的油菜花为春油菜，花期较晚，将持续到八月份。,详细全文
20170715,20170715-7,重庆 贵州两省市党委主要负责同志职务调整,日前，中共中央决定：孙政才同志不再兼任重庆市委书记、常委、委员职务；陈敏尔同志任重庆市委委员、常委、书记，不再担任贵州省委书记、常委、委员职务；孙志刚同志任贵州省委书记。,详细全文
20170715,20170715-6,高温天气有所缓解 内蒙古旱情加剧,从昨天开始，华北、黄淮等地迎来降雨，缓解了这些地方持续多日的闷热。但仍然有一些地方烈日当头。针对不同地区，中央气象台今天陆续发布了高温、暴雨和强对流天气预警。昨天以来，京津冀、河南等地出现降雨。今天早晨，天津上空出现积雨云，不久后，全市出现大范围雷阵雨。河南商丘今早降下大雨，尽管给人们出行带来一定影响，但是也送来了期盼的清凉。昨天下午，沈阳市大雨如注，短短几个小时，城区一些地方积水四五十厘米，共有20多个路段的车辆严重滞留。强降雨还导致一建筑工地附近发生路面塌陷，车辆被汹涌的雨水直接推进大坑，所幸当时车里没人。昨天下午，甘肃陇西遭遇冰雹袭击，大雨夹杂着冰雹倾盆而下，大雨过后，地上铺了厚厚一层冰雹。在吉林敦化，连日暴雨引发河水上涨，冲毁了一座桥梁，32人被困对岸。救援人员携带救生衣和安全绳，利用绳索攀爬至对岸，逐一将被困群众转移至安全地带。随着华北、黄淮等地陆续降雨，今天，全国35摄氏度以上高温天气范围有所缩小，强度也有所减弱。高温主要集中在西北地区、江淮、江南等地。上海连续4天发布高温橙色预警，昨天最高气温在39.7度，刷新入夏以来气温新高。持续高温容易引发身体不适，在湖南张家界，一名乘客在公交车后门等候下车时突然中暑晕倒。经过众人紧急施救，晕倒乘客已无大碍。医护人员提醒，高温天出门前一定要做好相应准备，在房间里要注意通风。高温少雨进一步加剧了内蒙古旱情，全区10个盟市不同程度受灾。兴安盟永福村村民李凤鸣告诉记者，今年他把山坡地作物改种成更耐旱的玉米，即便这样，现在出苗率也只有一半左右。目前，兴安盟等地正通过打井、调水、人工增雨等办法，开展抗旱自救。国家减灾委、民政部启动Ⅳ级救灾应急响应，派出工作组赶赴灾区指导帮助救灾。中央气象台预计，未来十天，南方将维持高温天气，北方的高温范围进一步缩小，强度减弱。江淮、江南大部、华南东部将出现持续6到9天的高温闷热天。另外，南海热带低压于今天下午加强为今年第四号台风，预计将在16日凌晨到上午在海南三亚到琼海一带沿海登陆。,详细全文
20170715,20170715-5,河北：推进文化创新 打造美丽河北,河北通过开展多种形式的主题宣传活动，推动文化事业产业繁荣发展，增强百姓文化“获得感”。去年底以来，河北在全省持续开展“最美教师”“最美出租司机”等50个行业最美人物的推选。同时，通过举办“河北好人榜”“燕赵楷模发布厅”等活动推出了一大批先进人物典型。“美丽河北”主题宣传活动的全面展开，激发了广大干部群众建设家乡的内生动力。同时，文明城市创建活动也在河北全面铺开。石家庄、秦皇岛、邯郸等地打造了一批文化主题公园。目前，河北全省近5万个行政村实现公益电影全覆盖、农家书屋全覆盖，广播电视综合覆盖率超过99.35%。,详细全文
20170715,20170715-4,“中国-中东欧政党对话会”代表高度评价“一带一路”,由中共中央对外联络部主办的“2017中国—中东欧政党对话会”7月14日在罗马尼亚首都布加勒斯特举行，来自中东欧16国的30多个政党的200多名代表以及地方政府、企业家等共600余人与会。外方围绕“推进‘一带一路’建设的新理念新思路新举措”的主题畅所欲言，高度评价习近平主席提出的“一带一路”倡议，认为这是21世纪最重要的发展战略，为中东欧国家与中国的合作带来历史性机遇。今年5月在北京举办的“一带一路”国际合作高峰论坛取得巨大成功，产生了重要的世界性影响，标志着“一带一路”建设进入新的历史阶段，“一带一路”框架下的“16+1合作”面临广阔发展前景。与会外国政党代表表示，支持并参与“一带一路”建设是中东欧16国主要政党的政治决定，希望通过党际交流和政党对话会，引领各界深刻认识这一倡议对本地区发展的战略意义，共同把中东欧与中国之间的传统友谊转化为务实行动和具体合作成果，推动“16+1合作”达到新的高度。,详细全文
20170715,20170715-3,铁心跟党走 一步不掉队,1935年，红四方面军长征过草地时，三连副连长李玉胜将28名与大部队失散的伤病员收拢起来，成立临时党支部，带领大家走出草地，从此“草地党支部”的美名享誉全军。82年来，“草地党支部”传承“铁心跟党走，一步不掉队”的红色血脉，引领连队完成多次转型，锻造出一支能打胜仗的特战尖刀。七月的苏北骄阳似火，一场城市攻防演练正在紧张展开，担负特战破袭任务的“红三连”迅速通过空中滑降、地面突入等方式对敌发起立体攻击，成功完成了对敌指挥所的破袭任务。从传统步兵转型特种兵刚刚三年的红三连，完成了一次精彩亮相。转型以来的1000多个日日夜夜，三连党支部36名党员成立20多个攻关小组，在全连带头掀起“学特战、谋转型”的头脑风暴。训练场上，一场惊心动魄的“击鼓传花”正在进行。炸药包在特战兵中徒手传递，最后掷出与爆炸的时间被压缩在2秒以内。而像这样的高危课目，都是由连队党员先行摸索试训，然后再在全连推广的。三连党员就像火种，撒播在连队的各个角落，影响带动着身边的每一名战友。近年来，连队党支部4次被表彰为全国全军“先进基层党组织”，连队先后荣立集体一等功3次，二等功12次，三等功15次。,详细全文
20170715,20170715-2,北京到新疆高速公路大通道全线贯通,世界上穿越沙漠、戈壁最长的高速公路——京新高速内蒙古、甘肃、新疆三省区路段今天同时通车，标志着北京至新疆实现全程高速。今天通车的三个路段共1243公里，分别在内蒙古临河至白疙瘩、甘肃省白疙瘩至明水和新疆明水至哈密段。工程穿越乌兰布和、腾格里和巴丹吉林荒漠地区以及无人区。编号为G7的京新高速公路是国家高速公路网重要组成部分，连接北京、河北、山西、内蒙古、甘肃、新疆等六省区，是我国高速公路网规划以北京为中心的第七条放射线，是连接内地与新疆的第二条大通道，串联起北京-张家口-乌兰察布-呼和浩特-包头-临河-额济纳旗-哈密-吐鲁番-乌鲁木齐等各个城市。在今天通车之前，从北京开车到新疆需到石家庄后经太原，绕兰州到达哈密。而通车后，全程高速使北京到乌鲁木齐的距离缩短了1300多公里。,详细全文
